Strike,Call Price,Put Price
265.125,271.6717619219721,0.0008023484838063505
318.15,219.99568167082458,0.040530182638590984
371.17499999999995,168.8134664012855,0.5741229984017338
424.2,120.10865951862047,3.5851242010390862
477.22499999999997,77.77404464420886,12.966317411929865
530.2499999999999,45.452489692587676,32.360570545610926
583.275,24.030755803817385,62.654644742143034
636.2999999999998,11.601081258541413,101.94077828216933
689.3249999999999,5.176907979561477,147.23241308849174
742.3499999999999,2.1625476683812366,195.93386086261398
795.3749999999999,0.855590651829953,246.34271193136476
