Strike,Call Price,Put Price
333.25,341.47958196061427,0.0016101440561494679
399.9,276.5415759068117,0.06800972694195351
466.54999999999995,212.32896226895218,0.8598017257707209
533.1999999999999,151.4605756786566,4.995820772163434
599.8499999999999,98.73841185768083,17.27806258787612
666.4999999999999,58.43612302156413,41.98017938844765
733.1499999999999,31.49198552561043,80.04044752918236
799.7999999999998,15.595211066023097,129.1480787062834
866.4499999999999,7.17941903023835,185.73669230718713
933.0999999999999,3.109023529947322,246.67070244358433
999.7499999999999,1.280351020012457,309.8464355703378
