Strike,Call Price,Put Price
672.9749755,689.5909443524198,0.0001575045941963867
807.5699706,558.3404907168782,0.021536699487418487
942.1649656999999,427.62010183415543,0.572980647199433
1076.7599608,301.09223796101764,5.316949604496685
1211.3549558999998,189.01080984254054,24.507354316453956
1345.9499509999998,103.74100435139212,70.50938165574041
1480.5449460999998,49.64377134331363,147.68398147809683
1615.1399411999996,20.91502193157706,250.22706489679513
1749.7349362999998,7.881454031136727,368.4653298267899
1884.3299313999999,2.7028627698891725,494.55857139597697
2018.9249264999999,0.8574822619311053,623.9850237184539
