Strike,Call Price,Put Price
204.550003,209.60776349491607,0.007402926241197538
245.4600036,169.84724006771958,0.14680858530977314
286.3700042,130.9456200755647,1.1451176794198918
327.2800048,94.78832636722422,4.887753057344476
368.19000539999996,63.922669351442096,13.922025127827311
409.10000599999995,40.13370787108977,30.03299273374006
450.01000659999994,23.574708862988416,53.37392281190375
490.9200071999999,13.058015971916603,82.7571590070969
531.8300078,6.880339528430419,116.47941164987583
572.7400084,3.478023193642862,152.97702440135333
613.650009,1.6997031284641153,191.09863342243955
